City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Altay,CN,47.8667,88.1167,37.35,37,100,3.6,overcast clouds
1,Chapais,CA,49.7834,-74.8492,60.58,88,96,11.54,overcast clouds
2,Ushuaia,AR,-54.8,-68.3,49.66,37,0,8.05,clear sky
3,Taoudenni,ML,22.6783,-3.9836,83.82,12,92,10.98,overcast clouds
4,Bethlehem,BR,-1.4558,-48.5044,84.24,74,75,9.22,broken clouds
5,Manta,EC,-0.95,-80.7333,74.98,69,75,10.36,broken clouds
6,Urumqi,CN,43.801,87.6005,36.55,70,0,2.24,clear sky
7,Punta Arenas,CL,-53.15,-70.9167,50.11,66,100,12.66,light rain
8,Aktau,KZ,43.65,51.2,50.58,67,100,12.17,overcast clouds
9,Padang,ID,-0.9492,100.3543,75.27,94,100,2.01,moderate rain
10,Avon Park,US,27.5959,-81.5062,84.7,55,0,2.17,clear sky
11,Rawson,AR,-43.3002,-65.1023,62.31,42,100,16.62,overcast clouds
12,Lucapa,AO,-8.4192,20.7447,66.42,93,94,2.3,overcast clouds
13,Saint George,US,37.1041,-113.5841,65.43,23,0,3.0,clear sky
14,Port Alfred,ZA,-33.5906,26.891,62.19,86,100,5.01,overcast clouds
15,Hamilton,US,39.1834,-84.5333,76.23,51,75,17.27,broken clouds
16,Jamestown,US,42.097,-79.2353,71.24,46,0,4.61,clear sky
17,Goias,BR,-15.5807,-49.6362,75.04,68,59,3.4,broken clouds
18,Gornopravdinsk,RU,60.05,69.9,27.3,96,32,4.27,scattered clouds
19,Tumba,SE,59.1986,17.8332,52.21,94,100,5.75,overcast clouds
20,Lebu,CL,-37.6167,-73.65,56.17,87,83,11.97,broken clouds
21,Cape Town,ZA,-33.9258,18.4232,63.12,78,0,17.27,clear sky
22,Sholokhovskiy,RU,48.2807,41.0459,47.52,79,99,5.91,overcast clouds
23,Pangnirtung,CA,66.1451,-65.7125,24.8,68,100,11.5,overcast clouds
24,Arraial Do Cabo,BR,-22.9661,-42.0278,73.36,78,40,10.36,scattered clouds
25,Berlevag,NO,70.8578,29.0864,33.8,74,0,8.05,clear sky
26,Santiago De Cao,PE,-7.9589,-79.2392,62.73,77,100,12.66,fog
27,Caravelas,BR,-17.7125,-39.2481,72.45,91,38,5.97,scattered clouds
28,Saint-Philippe,RE,-21.3585,55.7679,69.39,78,39,14.05,scattered clouds
29,Klaksvik,FO,62.2266,-6.589,49.12,92,100,11.83,overcast clouds
30,Georgetown,MY,5.4112,100.3354,78.73,94,20,2.3,few clouds
31,Cayenne,GF,4.9333,-52.3333,82.44,78,100,5.75,overcast clouds
32,Niamey,NE,13.5137,2.1098,91.69,21,13,4.61,few clouds
33,Gulbene,LV,57.1777,26.7529,49.15,98,100,4.9,overcast clouds
34,Busselton,AU,-33.65,115.3333,53.37,91,66,3.11,broken clouds
35,Bredasdorp,ZA,-34.5322,20.0403,60.96,72,100,8.12,overcast clouds
36,Mosquera,CO,4.7059,-74.2302,62.69,82,40,10.36,haze
37,Tasiilaq,GL,65.6145,-37.6368,32.16,96,100,4.18,snow
38,Margate,GB,51.3813,1.3862,61.9,86,100,5.01,overcast clouds
39,Torbay,CA,47.6666,-52.7314,56.5,84,20,4.61,few clouds
40,Warri,NG,5.5167,5.75,75.45,94,100,3.53,overcast clouds
41,Sisimiut,GL,66.9395,-53.6735,25.68,86,91,7.94,overcast clouds
42,Mar Del Plata,AR,-38.0023,-57.5575,70.09,86,0,11.01,light rain
43,Hermanus,ZA,-34.4187,19.2345,58.8,78,100,12.24,overcast clouds
44,Vardo,NO,70.3705,31.1107,30.18,86,100,9.22,overcast clouds
45,Huarmey,PE,-10.0681,-78.1522,65.59,74,53,10.51,broken clouds
46,Christiana,ZA,-27.914,25.1611,69.96,13,100,10.42,overcast clouds
47,Agdam,AZ,39.991,46.9274,51.87,89,4,0.92,clear sky
48,Pisco,PE,-13.7,-76.2167,66.25,68,0,20.71,clear sky
49,Jerusalem,IL,31.769,35.2163,71.8,59,0,5.99,clear sky
50,Namibe,AO,-15.1961,12.1522,68.79,85,35,6.85,scattered clouds
51,Qaanaaq,GL,77.484,-69.3632,22.3,96,100,3.62,light snow
52,Sibut,CF,5.718,19.0739,72.41,88,97,2.17,overcast clouds
53,Kindu,CD,-2.95,25.95,69.28,97,100,2.33,overcast clouds
54,Murfreesboro,US,35.8456,-86.3903,75.61,69,100,14.97,heavy intensity rain
55,Kotelnikovo,RU,47.6317,43.1461,46.9,68,64,5.37,broken clouds
56,Ballinasloe,IE,53.3275,-8.2194,57.33,95,100,17.13,overcast clouds
57,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,88,20,6.91,few clouds
58,Port Elizabeth,ZA,-33.918,25.5701,65.1,77,40,13.8,scattered clouds
59,Plettenberg Bay,ZA,-34.0527,23.3716,59.49,77,94,3.83,light rain
60,Jalu,LY,29.0331,21.5482,68.65,76,0,10.63,clear sky
61,Isla Mujeres,MX,21.2311,-86.731,86.16,68,64,10.27,broken clouds
62,Clyde River,CA,70.4692,-68.5914,7.03,61,0,5.75,clear sky
63,Surt,LY,31.2089,16.5887,73.94,68,0,7.4,clear sky
64,Castro,BR,-24.7911,-50.0119,63.12,84,0,4.74,clear sky
65,Concordia,AR,-31.393,-58.0209,82.47,36,0,9.22,clear sky
66,Vestmanna,FO,62.1564,-7.1664,47.32,100,100,8.05,light rain
67,Carnarvon,AU,-24.8667,113.6333,63.23,68,0,22.73,clear sky
68,Massaguet,TD,12.4755,15.4365,85.06,16,33,13.91,scattered clouds
69,Torez,UA,48.0388,38.5969,48.15,92,100,5.14,overcast clouds
70,Iqaluit,CA,63.7506,-68.5145,22.73,85,100,21.85,light snow
71,Rocha,UY,-34.4833,-54.3333,60.13,81,8,10.98,clear sky
72,Ilulissat,GL,69.2167,-51.1,26.62,93,75,2.3,light shower snow
73,Warmbad,NA,-28.45,18.7333,72.61,19,100,8.1,overcast clouds
74,Dikson,RU,73.5069,80.5464,22.98,86,100,2.13,overcast clouds
75,Guarapari,BR,-20.6667,-40.4975,71.89,87,25,2.91,scattered clouds
76,Rusape,ZW,-18.5278,32.1284,65.44,62,53,4.65,broken clouds
77,Bathsheba,BB,13.2167,-59.5167,83.01,83,75,21.85,broken clouds
78,Kashi,CN,39.4547,75.9797,52.81,35,100,8.95,overcast clouds
79,Talara,PE,-4.5772,-81.2719,65.37,80,74,18.54,broken clouds
80,Adeje,ES,28.1227,-16.726,74.1,85,75,5.75,broken clouds
81,Dekar,BW,-21.5333,21.9333,76.98,39,65,3.44,light rain
82,Hofn,IS,64.2539,-15.2082,42.12,84,100,17.85,overcast clouds
83,Oranjemund,NA,-28.55,16.4333,57.74,87,99,10.36,overcast clouds
84,Sechura,PE,-5.5569,-80.8222,73.11,58,82,18.12,broken clouds
85,Cumbitara,CO,1.6517,-77.5823,70.92,95,100,4.03,moderate rain
86,Huicungo,PE,-7.2833,-76.8,82.87,66,97,2.28,overcast clouds
87,Tikrit,IQ,34.6071,43.6782,70.5,21,63,7.85,broken clouds
88,Soyo,AO,-6.1349,12.3689,77.32,91,66,6.31,broken clouds
89,Atasu,KZ,48.6814,71.6433,39.29,26,100,6.87,overcast clouds
90,Isselburg,DE,51.8333,6.4667,54.03,88,91,6.73,overcast clouds
91,Topchikha,RU,52.8192,83.1185,29.82,57,0,5.14,clear sky
92,Cidreira,BR,-30.1811,-50.2056,66.16,79,0,19.08,clear sky
93,Hithadhoo,MV,-0.6,73.0833,82.18,72,44,12.26,scattered clouds
94,Naryan-Mar,RU,67.6713,53.087,23.23,87,68,8.57,broken clouds
95,Dudinka,RU,69.4058,86.1778,-1.08,100,98,5.68,overcast clouds
96,Ribeira Grande,PT,38.5167,-28.7,61.77,72,85,4.0,overcast clouds
97,Iskateley,RU,67.6803,53.1512,23.09,87,70,8.5,broken clouds
98,Victoria,HK,22.2855,114.1577,73.45,72,98,11.99,overcast clouds
99,Galle,LK,6.0367,80.217,77.2,86,100,3.24,overcast clouds
100,Ati,TD,13.2154,18.3353,83.35,14,1,16.6,clear sky
101,Forestville,US,38.8451,-76.875,64.22,91,100,4.61,mist
102,Vieste,IT,41.8825,16.175,68.18,71,26,8.23,scattered clouds
103,Yarada,IN,17.65,83.2667,78.67,71,70,3.98,broken clouds
104,Bosaso,SO,11.2842,49.1816,78.17,68,77,5.01,broken clouds
105,Bambous Virieux,MU,-20.3428,57.7575,72.21,78,40,9.22,scattered clouds
106,Laukaa,RU,58.7372,29.8453,39.24,98,100,6.38,overcast clouds
107,Canto Do Buriti,BR,-8.11,-42.9444,75.15,87,100,4.68,moderate rain
108,Yenagoa,NG,4.9247,6.2642,75.49,94,71,3.53,broken clouds
109,Gazli,UZ,40.1333,63.45,53.15,73,1,9.95,clear sky
110,Thompson,CA,55.7435,-97.8558,26.76,93,100,11.5,light snow
111,Tazovskiy,RU,67.4667,78.7,16.27,91,87,12.5,overcast clouds
112,Aripuana,BR,-9.1667,-60.6333,73.6,92,100,1.74,overcast clouds
113,Machico,PT,32.7,-16.7667,74.03,83,40,12.66,light rain
114,Villazon,BO,-22.0866,-65.5942,63.82,25,94,17.58,overcast clouds
115,Goderich,CA,43.7501,-81.7165,68.32,49,95,8.05,overcast clouds
116,Cap Malheureux,MU,-19.9842,57.6142,72.46,71,33,3.0,scattered clouds
117,Emmaus,US,40.5395,-75.4968,68.29,86,100,3.44,overcast clouds
118,Male,MV,4.1748,73.5089,82.35,89,20,6.91,few clouds
119,Nador,MA,35.174,-2.9287,71.85,64,0,3.44,clear sky
120,Pinega,RU,64.7001,43.3936,30.42,92,28,5.53,scattered clouds
121,Kingston,JM,17.997,-76.7936,83.35,85,40,9.22,scattered clouds
122,Imbituva,BR,-25.23,-50.6044,63.05,83,0,3.69,clear sky
123,Kubrat,BG,43.8,26.5,59.77,64,100,7.2,overcast clouds
124,Tulum,MX,20.2167,-87.4667,83.73,69,100,5.61,overcast clouds
125,Souillac,MU,-20.5167,57.5167,71.98,78,40,9.22,scattered clouds
126,Longyearbyen,SJ,78.2186,15.6401,15.64,67,20,4.61,few clouds
127,Upernavik,GL,72.7868,-56.1549,23.2,93,100,10.67,light snow
128,Lasa,IT,46.6166,10.7002,52.68,91,82,2.24,broken clouds
129,Sambava,MG,-14.2667,50.1667,69.6,89,6,6.76,light rain
130,Kisangani,CD,0.5167,25.2,71.2,98,94,1.23,light rain
131,Camacha,PT,33.0833,-16.3333,69.22,83,20,6.91,few clouds
132,Vila Velha,BR,-20.3297,-40.2925,71.94,96,100,3.44,overcast clouds
133,Omboue,GA,-1.5746,9.2618,77.05,88,97,2.51,light rain
134,Monrovia,LR,6.3005,-10.7969,78.62,87,33,7.63,scattered clouds
135,Mutoko,ZW,-17.397,32.2268,65.86,57,20,4.16,few clouds
136,Marquette,US,46.5333,-87.6335,51.24,90,97,4.38,overcast clouds
137,Qazvin,IR,36.2797,50.0049,53.22,65,0,6.58,clear sky
138,Coquimbo,CL,-29.9533,-71.3436,60.53,63,75,10.36,broken clouds
139,Santiago Del Estero,AR,-27.7951,-64.2615,99.36,20,8,19.62,clear sky
140,Rabo De Peixe,PT,37.8,-25.5833,63.91,91,20,10.36,few clouds
141,Laguna,US,38.421,-121.4238,76.1,36,0,4.61,haze
142,Taltal,CL,-25.4,-70.4833,59.86,73,22,4.09,few clouds
143,Puerto Ayacucho,VE,5.6639,-67.6236,82.62,74,71,2.04,broken clouds
144,Mehran,IR,33.1222,46.1646,77.58,24,67,7.14,broken clouds
145,Mangrol,IN,21.1167,70.1167,77.32,67,3,7.2,clear sky
146,Nalut,LY,30.3333,10.85,70.11,26,0,7.27,clear sky
147,Nyanza,RW,-2.3519,29.7509,61.81,70,100,5.28,overcast clouds
148,Ust-Koksa,RU,50.2696,85.6108,25.79,45,79,1.43,broken clouds
149,Lai,TD,9.3952,16.2989,74.59,60,4,4.88,clear sky
150,Aljezur,PT,37.3191,-8.8033,66.65,95,100,4.92,overcast clouds
151,Dera Bugti,PK,29.0307,69.151,75.6,17,0,3.44,clear sky
152,Mulchen,CL,-37.7167,-72.2333,64.26,50,82,8.05,broken clouds
153,Muyezerskiy,RU,63.9333,31.65,29.32,92,99,5.86,overcast clouds
154,Gornyak,RU,50.9942,81.4661,31.96,46,0,7.05,clear sky
155,Mahebourg,MU,-20.4081,57.7,72.25,78,40,9.22,scattered clouds
156,George Town,MY,5.4112,100.3354,78.73,95,20,2.3,few clouds
157,Diamantino,BR,-14.4086,-56.4461,80.76,69,90,5.21,overcast clouds
158,Adrar,MR,20.5022,-10.0711,81.0,15,95,8.84,overcast clouds
159,Coihaique,CL,-45.5752,-72.0662,56.01,71,75,3.44,broken clouds
160,Qeshm,IR,26.9581,56.2719,75.09,66,0,0.89,clear sky
161,Kuli,RU,42.0185,47.2434,33.55,56,24,7.72,few clouds
162,Mahroni,IN,24.5862,78.7288,67.6,48,0,4.97,clear sky
163,Bandarbeyla,SO,9.4942,50.8122,77.29,77,19,0.56,few clouds
164,Arlit,NE,18.7369,7.3853,81.09,14,0,14.97,clear sky
165,Labrea,BR,-7.2586,-64.7981,77.95,87,99,2.73,moderate rain
166,Kalas,IN,18.1667,74.8,67.03,64,0,4.9,clear sky
167,High Rock,BS,26.6208,-78.2833,80.62,67,1,10.16,clear sky
168,Taboao Da Serra,BR,-23.6261,-46.7917,67.59,81,40,13.8,scattered clouds
169,Winchester,GB,51.0651,-1.3187,62.42,90,100,12.66,overcast clouds
170,Kalemie,CD,-5.9475,29.1947,73.6,66,93,5.73,overcast clouds
171,Butterworth,MY,5.3991,100.3638,78.84,96,20,2.3,few clouds
172,Yanam,IN,16.7333,82.2167,71.46,88,0,2.26,clear sky
173,Codrington,AU,-38.2667,141.9667,57.87,96,99,10.38,overcast clouds
174,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,69,100,10.42,overcast clouds
175,Syracuse,IT,37.0881,15.2792,61.97,53,70,5.5,broken clouds
176,Vila Do Maio,CV,15.1333,-23.2167,79.59,76,99,11.23,overcast clouds
177,Le Port,RE,-20.9373,55.2919,72.25,71,19,10.13,few clouds
178,Coria,ES,39.9879,-6.5377,62.46,75,36,1.34,scattered clouds
179,Dois Vizinhos,BR,-25.7336,-53.0572,68.92,82,11,1.43,few clouds
180,Ylivieska,FI,64.0833,24.55,33.31,84,98,6.78,overcast clouds
181,Faya,SA,18.3851,42.4509,62.71,72,22,3.98,few clouds
182,Mallaig,CA,54.2169,-111.3685,37.69,69,100,8.05,light rain
183,Salalah,OM,17.0151,54.0924,77.09,61,0,3.44,clear sky
184,Smolenskaya,RU,44.7887,38.8018,54.77,81,75,3.89,broken clouds
185,Lagoa,PT,39.05,-27.9833,63.05,67,19,23.38,light rain
186,Mwinilunga,ZM,-11.7358,24.4293,65.03,63,36,2.91,scattered clouds
187,Chuy,UY,-33.6971,-53.4616,60.48,80,12,11.9,few clouds
188,Sinnamary,GF,5.3833,-52.95,80.8,79,97,9.89,overcast clouds
189,Wageningen,NL,51.9667,5.6667,52.92,92,100,3.44,overcast clouds
190,Sao Filipe,CV,14.8961,-24.4956,78.64,79,84,7.31,broken clouds
191,Sarakhs,IR,36.5449,61.1577,63.97,50,100,6.58,overcast clouds
192,Sorumsand,NO,59.9851,11.2398,43.43,99,96,0.81,overcast clouds
193,Kachiry,KZ,53.0675,76.1036,34.05,34,100,7.76,overcast clouds
194,Saint-Francois,FR,46.4154,3.9054,57.67,88,98,2.3,overcast clouds
195,Hare Bay,CA,48.8499,-54.0148,60.15,78,2,2.37,clear sky
196,Sept-Iles,CA,50.2001,-66.3821,48.72,93,100,3.44,overcast clouds
197,Cuiaba,BR,-15.5961,-56.0967,93.13,43,40,3.44,scattered clouds
198,Muravlenko,RU,63.7898,74.523,24.42,94,98,22.46,light snow
199,Bara,NG,10.3744,10.7288,79.02,30,41,7.96,scattered clouds
200,Changji,CN,44.0167,87.3167,39.99,70,0,2.24,clear sky
201,Kruisfontein,ZA,-34.0033,24.7314,62.89,71,100,9.08,overcast clouds
202,San Juan Bautista,PE,-14.0108,-75.7358,72.97,44,1,11.7,clear sky
203,Sorland,NO,67.667,12.6934,44.46,64,100,0.2,overcast clouds
204,Saldanha,ZA,-33.0117,17.9442,57.25,88,19,17.38,few clouds
205,Ramban,IN,33.25,75.25,56.14,44,0,7.02,clear sky
206,Karakol,KG,42.4907,78.3936,42.62,42,90,4.18,overcast clouds
207,Taurage,LT,55.2522,22.2897,48.52,98,75,6.13,broken clouds
208,Leh,IN,34.1667,77.5833,29.44,49,0,0.65,clear sky
209,Inhambane,MZ,-23.865,35.3833,76.24,88,1,12.28,clear sky
210,Sankt Florian,AT,48.2057,14.3784,49.59,92,37,1.14,scattered clouds
211,Den Helder,NL,52.9599,4.7593,55.38,94,100,7.0,overcast clouds
212,Banda Aceh,ID,5.5577,95.3222,79.27,82,95,7.38,overcast clouds
213,Oneonta,US,42.4529,-75.0638,68.29,99,91,9.19,overcast clouds
214,Rundu,NA,-17.9333,19.7667,77.85,41,89,8.7,light rain
215,Ostersund,SE,63.1792,14.6357,38.61,100,100,7.0,overcast clouds
216,Ponta Do Sol,PT,32.6667,-17.1,74.03,87,44,6.02,light rain
217,Saint-Augustin,CA,51.226,-58.6502,52.9,78,68,7.36,broken clouds
218,Jizan,SA,17.3333,42.6667,86.94,71,0,1.97,clear sky
219,Waspan,NI,14.7419,-83.9717,81.18,82,83,4.63,broken clouds
220,Sakakah,SA,29.9697,40.2064,74.77,32,65,9.75,broken clouds
221,West Bay,KY,19.3667,-81.4167,87.87,70,20,9.22,few clouds
222,Kavaratti,IN,10.5669,72.642,81.9,61,95,7.96,overcast clouds
223,Grindavik,IS,63.8424,-22.4338,46.35,81,99,10.36,overcast clouds
224,Henties Bay,NA,-22.116,14.2845,57.9,95,84,4.38,broken clouds
225,Hanko,FI,59.8333,22.95,49.05,93,96,13.04,overcast clouds
226,Saryozek,KZ,44.3583,77.9753,43.03,65,100,5.73,overcast clouds
227,Camapua,BR,-19.5314,-54.0439,81.86,40,0,5.59,clear sky
228,Betsiamites,CA,48.9413,-68.646,55.8,93,100,3.15,overcast clouds
229,East London,ZA,-33.0153,27.9116,64.36,69,100,10.67,overcast clouds
230,Peniche,PT,39.3558,-9.3811,66.29,91,0,16.6,clear sky
231,Luanshya,ZM,-13.1367,28.4166,70.84,51,100,2.89,overcast clouds
232,Cape Coast,GH,5.1053,-1.2466,78.93,86,84,5.93,light rain
233,Nanortalik,GL,60.1432,-45.2371,33.67,76,1,4.79,clear sky
234,Kenitra,MA,34.261,-6.5802,66.96,70,100,2.26,overcast clouds
235,Akureyri,IS,65.6835,-18.0878,40.93,75,75,6.91,broken clouds
236,Malakal,SS,9.5334,31.6605,72.79,72,51,3.6,broken clouds
237,Brigantine,US,39.4101,-74.3646,67.19,97,100,1.01,mist
238,Goya,AR,-29.14,-59.2626,82.9,35,0,8.93,clear sky
239,Roald,NO,62.5833,6.1333,52.75,93,75,3.44,broken clouds
240,Oriximina,BR,-1.7656,-55.8661,86.31,56,100,4.05,overcast clouds
